48824.2083   -4.714  0.198
48825.2070   -5.291  0.144
48829.1873   -4.228  0.187
48830.2038   -4.664  0.073
48842.1814   -4.637  0.067
48843.1981   -4.857  0.110
48854.3080   -4.623  0.108
48855.2772   -4.989  0.076
48856.2619   -5.050  0.049
48885.1455   -4.528  0.064
48886.1084   -4.978  0.034
48888.1769   -5.003  0.091
48889.2321   -4.609  0.050
48893.2686   -4.651  0.054
48895.2380   -5.257  0.076
48896.2627   -4.920  0.035
48897.2650   -4.461  0.058
48908.0957   -4.898  0.152
48910.1042   -4.822  0.083
48915.2612   -4.414  0.141
48916.1064   -5.015  0.133
48917.1931   -4.831  0.059
48918.0286   -4.900  0.035
48919.2307   -4.364  0.038
48920.0311   -4.978  0.042
48921.0049   -4.419  0.115
48924.2309   -5.055  0.031
48927.9796   -4.669  0.072
48929.0082   -4.751  0.043
48929.9602   -5.007  0.065
48930.0480   -4.698  0.076
48930.1265   -4.340  0.066
48930.1959   -4.397  0.062
48930.9598   -4.841  0.142
48931.9742   -4.468  0.104
48932.1475   -4.739  0.045
48934.1114   -4.507  0.074
48938.9979   -4.525  0.089
48940.0146   -4.573  0.069
48948.1226   -4.572  0.128
48950.0113   -4.606  0.041
48965.1612   -4.667  0.164
48966.0022   -4.821  0.146
48967.0002   -4.528  0.118
48975.0858   -4.572  0.132
48985.0009   -4.411  0.086
48985.1650   -4.954  0.094
48986.0213   -4.786  0.041
48988.0099   -5.222  0.025
48988.2046   -4.501  0.043
48988.9985   -4.705  0.065
48989.1877   -4.743  0.045
48990.0189   -4.420  0.084
48996.9671   -4.854  0.057
48997.2339   -4.700  0.109
48998.9685   -5.080  0.032
48999.1635   -4.397  0.101
49000.9834   -4.890  0.070
49001.1655   -4.841  0.117
49001.9713   -4.671  0.031
49002.1632   -4.963  0.048
49002.9686   -4.865  0.029
49004.0653   -4.622  0.055
49004.1588   -4.533  0.081
49006.9778   -4.644  0.031
49007.9869   -4.667  0.065
49008.1469   -4.590  0.047
49011.1440   -4.690  0.049
49012.0577   -4.690  0.063
49012.0625   -4.753  0.064
49015.1653   -4.549  0.122
49017.0049   -5.147  0.036
49018.9954   -4.668  0.038
49019.1287   -4.653  0.030
49021.0633   -4.626  0.078
49021.1627   -4.524  0.050
49022.0007   -4.648  0.060
49022.1167   -4.763  0.040
49026.0373   -4.870  0.068
49029.9725   -4.633  0.053
49032.9642   -4.652  0.097
49036.0923   -4.699  0.082
49037.1697   -4.534  0.100
49043.9660   -4.830  0.044
49044.0674   -4.859  0.043
49044.9767   -4.713  0.071
49045.1364   -4.564  0.178
49045.9507   -4.549  0.043
49046.0561   -5.076  0.033
49047.1123   -4.506  0.196
49048.9469   -4.974  0.076
49049.0496   -4.652  0.066
49049.9629   -4.850  0.105
49050.1185   -4.547  0.106
49051.9426   -4.202  0.149
49054.0523   -4.719  0.114
49059.9803   -4.829  0.036
49060.9269   -4.752  0.036
49061.9300   -4.514  0.051
49062.1111   -5.006  0.075
49062.9280   -4.543  0.063
49065.0269   -4.718  0.040
49065.1807   -4.925  0.049
49065.9485   -5.160  0.025
49066.0040   -4.993  0.025
49066.1854   -4.503  0.070
49067.9430   -4.499  0.093
49068.0692   -4.842  0.057
49068.9845   -4.585  0.039
49069.9336   -4.706  0.050
49074.9187   -4.386  0.142
49075.0573   -4.836  0.090
49075.9103   -4.772  0.074
49076.1770   -4.700  0.132
49076.9904   -4.895  0.047
49077.1047   -4.244  0.131
49077.9499   -5.144  0.054
49079.1780   -4.236  0.195
49081.0205   -4.512  0.106
49084.9649   -4.681  0.114
49085.9346   -4.591  0.119
49086.9408   -4.879  0.062
49088.0591   -4.467  0.105
49088.9601   -5.016  0.028
49089.9569   -4.794  0.027
49093.0069   -4.489  0.089
49093.8992   -4.776  0.041
49094.9020   -4.664  0.035
49097.9044   -4.865  0.029
49098.0318   -4.409  0.060
49098.9027   -5.058  0.024
49099.0039   -4.600  0.055
49099.8917   -4.928  0.031
49099.9988   -4.827  0.033
49100.8904   -4.622  0.063
49101.9045   -4.391  0.048
49103.9010   -4.761  0.040
49106.9816   -5.084  0.045
49107.9188   -4.492  0.081
49108.0532   -4.751  0.101
49108.9035   -4.808  0.052
49112.9099   -4.497  0.090
49114.8940   -4.690  0.076
49116.0682   -4.970  0.117
49117.9064   -4.926  0.041
49118.8786   -4.588  0.073
49120.8851   -4.817  0.046
49123.8864   -4.396  0.081
49124.8845   -4.535  0.066
49125.8798   -4.834  0.032
49126.9074   -4.968  0.031
49127.8889   -5.190  0.032
49130.9235   -4.499  0.152
49133.0074   -4.607  0.157
49133.9529   -5.032  0.036
49134.8872   -4.519  0.052
49135.8684   -4.589  0.056
49141.2971   -4.826  0.120
49143.8785   -4.888  0.091
49144.8725   -4.833  0.044
49146.8677   -4.388  0.186
49153.2795   -4.501  0.112
49153.8759   -4.611  0.056
49156.8743   -5.042  0.048
49162.2833   -4.779  0.147
49163.8706   -4.456  0.071
49164.8706   -4.612  0.137
49170.3126   -4.763  0.050
49172.8658   -4.542  0.146
49179.2631   -5.091  0.071
49180.2236   -4.774  0.126
49180.8727   -4.291  0.131
49181.1915   -4.431  0.129
49183.2773   -4.588  0.106
49184.8793   -5.045  0.059
49188.8725   -4.770  0.125
49189.1594   -5.053  0.088
49190.1678   -5.104  0.058
49191.8756   -4.363  0.192
49195.1819   -4.789  0.099
49200.2876   -4.342  0.125
49211.1345   -5.038  0.132
49212.1661   -5.014  0.056
49216.1695   -4.632  0.122
49218.1033   -4.491  0.055
49219.0939   -4.422  0.078
49224.0773   -4.474  0.162
49225.0634   -4.604  0.137
49226.2835   -4.763  0.108
49254.1469   -4.432  0.171
49255.1064   -4.794  0.051
49256.0242   -4.448  0.141
49257.0427   -4.302  0.090
49258.0331   -4.554  0.075
49259.2150   -5.099  0.050
49260.2814   -4.631  0.110
49261.0175   -5.113  0.101
49265.9925   -4.899  0.048
49267.0726   -4.738  0.088
49268.0931   -4.795  0.072
49292.2476   -4.750  0.168
49312.2304   -4.379  0.104
49313.0325   -4.872  0.039
49313.2258   -4.628  0.053
49372.2316   -4.742  0.077
49372.9744   -4.985  0.032
