200.92 58.0 0.1
200.83 62.6 0.1
200.75 70.0 0.1
200.67 55.7 0.1
200.58 85.0 0.1
200.5 83.5 0.1
200.42 94.8 0.1
200.33 66.3 0.1
200.25 75.9 0.1
200.17 75.5 0.1
200.08 158.6 0.1
200 85.2 0.1
199.92 73.3 0.1
199.83 75.9 0.1
199.75 89.2 0.1
199.67 88.3 0.1
199.58 90.0 0.1
199.5 100.0 0.1
199.42 85.4 0.1
199.33 103.0 0.1
199.25 91.2 0.1
199.17 65.7 0.1
199.08 63.3 0.1
199 75.4 0.1
198.92 70.0 0.1
198.83 43.5 0.1
198.75 45.3 0.1
198.67 56.4 0.1
198.58 60.7 0.1
198.5 50.7 0.1
198.42 66.3 0.1
198.33 59.8 0.1
198.25 23.5 0.1
198.17 23.2 0.1
198.08 28.5 0.1
198 44.0 0.1
197.92 35.0 0.1
197.83 50.0 0.1
197.75 71.0 0.1
197.67 59.3 0.1
197.58 59.7 0.1
197.5 39.6 0.1
197.42 78.4 0.1
197.33 29.3 0.1
197.25 27.1 0.1
197.17 46.6 0.1
197.08 37.6 0.1
197 40.0 0.1
196.92 44.0 0.1
196.83 32.0 0.1
196.75 45.7 0.1
196.67 38.0 0.1
196.58 36.0 0.1
196.5 31.7 0.1
196.42 22.0 0.1
196.33 39.0 0.1
196.25 28.0 0.1
196.17 25.0 0.1
196.08 20.0 0.1
196 6.7 0.1
195.92 0.0 0.1
195.83 3.0 0.1
195.75 1.7 0.1
195.67 13.7 0.1
195.58 20.7 0.1
195.5 26.7 0.1
195.42 18.8 0.1
195.33 12.3 0.1
195.25 8.2 0.1
195.17 24.1 0.1
195.08 13.2 0.1
195 4.2 0.1
194.92 10.2 0.1
194.83 11.2 0.1
194.75 6.8 0.1
194.67 6.5 0.1
194.58 0.0 0.1
194.5 0.0 0.1
194.42 8.6 0.1
194.33 3.2 0.1
194.25 17.8 0.1
194.17 23.7 0.1
194.08 6.8 0.1
194 20.0 0.1
193.92 12.5 0.1
193.83 7.1 0.1
193.75 5.4 0.1
193.67 9.4 0.1
193.58 12.5 0.1
193.5 12.9 0.1
193.42 3.6 0.1
193.33 6.4 0.1
193.25 11.8 0.1
193.17 14.3 0.1
193.08 17.0 0.1
193 9.4 0.1
192.92 14.1 0.1
192.83 21.2 0.1
192.75 26.2 0.1
192.67 30.0 0.1
192.58 38.1 0.1
192.5 12.8 0.1
192.42 25.0 0.1
192.33 51.3 0.1
192.25 39.7 0.1
192.17 32.5 0.1
192.08 64.7 0.1
192 33.5 0.1
191.92 37.6 0.1
191.83 52.0 0.1
191.75 49.0 0.1
191.67 72.3 0.1
191.58 46.4 0.1
191.5 45.0 0.1
191.42 44.0 0.1
191.33 38.7 0.1
191.25 62.5 0.1
191.17 37.7 0.1
191.08 43.0 0.1
191 43.0 0.1
190.92 48.3 0.1
190.83 44.0 0.1
190.75 46.8 0.1
190.67 47.0 0.1
190.58 49.0 0.1
190.5 50.0 0.1
190.42 51.0 0.1
190.33 71.3 0.1
190.25 77.2 0.1
190.17 59.7 0.1
190.08 46.3 0.1
190 57.0 0.1
189.92 67.3 0.1
189.83 59.5 0.1
189.75 74.7 0.1
189.67 58.3 0.1
189.58 72.0 0.1
189.5 48.3 0.1
189.42 66.0 0.1
189.33 75.6 0.1
189.25 61.3 0.1
189.17 50.6 0.1
189.08 59.7 0.1
189 61.0 0.1
188.92 70.0 0.1
188.83 91.0 0.1
188.75 80.7 0.1
188.67 71.7 0.1
188.58 107.2 0.1
188.5 99.3 0.1
188.42 94.1 0.1
188.33 91.1 0.1
188.25 100.7 0.1
188.17 88.7 0.1
188.08 89.7 0.1
188 46.0 0.1
187.92 43.8 0.1
187.83 72.8 0.1
187.75 45.7 0.1
187.67 60.2 0.1
187.58 39.9 0.1
187.5 77.1 0.1
187.42 33.8 0.1
187.33 67.7 0.1
187.25 68.5 0.1
187.17 69.3 0.1
187.08 77.8 0.1
187 77.2 0.1
186.92 56.5 0.1
186.83 31.9 0.1
186.75 34.2 0.1
186.67 32.9 0.1
186.58 32.7 0.1
186.5 35.8 0.1
186.42 54.2 0.1
186.33 26.5 0.1
186.25 68.1 0.1
186.17 46.3 0.1
186.08 60.9 0.1
186 61.4 0.1
185.92 59.7 0.1
185.83 59.7 0.1
185.75 40.2 0.1
185.67 34.4 0.1
185.58 44.3 0.1
185.5 30.0 0.1
185.42 30.0 0.1
185.33 30.0 0.1
185.25 28.2 0.1
185.17 28.0 0.1
185.08 26.0 0.1
185 25.7 0.1
184.92 24.0 0.1
184.83 26.0 0.1
184.75 25.0 0.1
184.67 22.0 0.1
184.58 20.2 0.1
184.5 20.0 0.1
184.42 27.0 0.1
184.33 29.7 0.1
184.25 16.0 0.1
184.17 14.0 0.1
184.08 14.0 0.1
184 13.0 0.1
183.92 12.0 0.1
183.83 11.0 0.1
183.75 36.6 0.1
183.67 6.0 0.1
183.58 26.8 0.1
183.5 3.0 0.1
183.42 3.3 0.1
183.33 4.0 0.1
183.25 4.3 0.1
183.17 5.0 0.1
183.08 5.7 0.1
183 19.2 0.1
182.92 27.4 0.1
182.83 30.0 0.1
182.75 43.0 0.1
182.67 32.9 0.1
182.58 29.8 0.1
182.5 33.3 0.1
182.42 21.9 0.1
182.33 40.8 0.1
182.25 42.7 0.1
182.17 44.1 0.1
182.08 54.7 0.1
182 53.3 0.1
181.92 53.5 0.1
181.83 66.1 0.1
181.75 46.3 0.1
181.67 42.7 0.1
